word,is_error,textract_score,ner_score,pos_score,gibb_score,word_length,contains_nonalpha,dict_presence,closest_word,editdistance,jaccard_similarity,string_containment,char_intersection_count
spea cofed,0,0.955623289,0,0.672372699,0.075618418,10,1,0,spacecraft,0.7,0.545454545,0.75,6
relinquished,0,0.895463761,0,0,0.085251839,12,0,1,relinquished,0,1,1,10
millennium,0,0.902879788,0,0,0.037057099,10,0,1,millennium,0,1,1,6
fiv,0,0.992841388,0,0.400575697,0.043575314,3,0,0,five,0.25,0.75,1,3
justified,0,0.89362507,0,0,0.087845962,9,0,1,justified,0,1,1,8
bead,0,0.906386763,0,0,0.087321237,4,0,1,bead,0,1,1,4
putting,0,0.897695827,0,0,0.082402446,7,0,1,putting,0,1,1,6
issued,0,0.904070483,0,0,0.06312565,6,0,1,issued,0,1,1,5
courtyard,0,0.898643964,0,0,0.056003518,9,0,1,courtyard,0,1,1,8
lesion,0,0.694200075,0,0,0.100085587,6,0,1,lesion,0,1,1,6
suburb,0,0.909827776,0.480876029,0,0.033146396,6,0,1,suburb,0,1,1,4
perspiration,0,0.898051203,0,0,0.07958205,12,0,1,perspiration,0,1,1,9
tendencies,0,0.909462767,0,0,0.08176333,10,0,1,tendencies,0,1,1,7
sweet,0,0.894016142,0,0,0.025115368,5,0,1,sweet,0,1,1,4
ascension,0,0.903152506,0.999333918,0,0.074021281,9,0,1,ascension,0,1,1,7
arn,0,0.42163945,0,0,0.044616862,3,0,0,arm,0.333333333,0.5,0.666666667,2
guards,0,0.784938148,0,0,0.034052848,6,0,1,guards,0,1,1,6
won,0,0.894696869,0.973720253,0,0.117034634,3,0,1,won,0,1,1,3
grapes,0,0.902383346,0,0,0.070383467,6,0,1,grapes,0,1,1,6
influenced,0,0.905962144,0,0,0.051963099,10,0,1,influenced,0,1,1,8
a voyuges,0,0.966165792,0,0,0.021338594,9,1,0,avoid,0.666666667,0.272727273,0.6,3
kind ness,0,0.990049117,0,0,0.119430036,9,1,0,kindness,0.111111111,0.857142857,1,6
benefit,0,0.890584468,0,0,0.079832512,7,0,1,benefit,0,1,1,6
together,0,0.89224969,0,0,0.086487275,8,0,1,together,0,1,1,6
occasional,0,0.905981189,0,0,0.057670402,10,0,1,occasional,0,1,1,7
interbred,0,0.89019648,0,0,0.077616849,9,0,1,interbred,0,1,1,7
useless,0,0.908828184,0,0,0.086567037,7,0,1,useless,0,1,1,4
parasitic,0,0.901223167,0,0,0.088679432,9,0,1,parasitic,0,1,1,7
specialization,0,0.905832523,0,0,0.056420221,14,0,1,specialization,0,1,1,11
emission,0,0.898235461,0,0,0.073696792,8,0,1,emission,0,1,1,6
respectfully,0,0.902641121,0,0,0.049838722,12,0,1,respectfully,0,1,1,10
Switzerland,0,0.903579367,0.89527607,0.937591314,0.047869578,11,0,1,Switzerland,0,1,1,11
seniority,0,0.8944205,0,0,0.069397164,9,0,1,seniority,0,1,1,8
snow ball,0,0.957505842,0,0,0.045726726,9,1,0,snowball,0.111111111,0.875,1,7
hed,0,0.993711267,0,0.408931464,0.207849206,3,0,0,heard,0.4,0.6,1,3
valuable,0,0.896474043,0,0,0.054744682,8,0,1,valuable,0,1,1,6
forbade,0,0.897203894,0,0,0.052865103,7,0,1,forbade,0,1,1,7
infectious,0,0.905849756,0,0,0.070310977,10,0,1,infectious,0,1,1,9
jop,0,0.986951465,0.649737597,0,0.074324923,3,0,0,chop,0.5,0.4,0.666666667,2
right,0,0.90812774,0,0,0.049417244,5,0,1,right,0,1,1,5
stepped,0,0.89612121,0,0,0.071611307,7,0,1,stepped,0,1,1,5
walked,0,0.905181424,0,0,0.079263533,6,0,1,walked,0,1,1,6
accept,0,0.903181058,0,0,0.036694087,6,0,1,accept,0,1,1,5
bank rupsy,0,0.0405844,0,0,0.034568108,10,1,0,bankruptcy,0.3,0.666666667,0.8,8
prairie,0,0.893010083,0,0,0.063458813,7,0,1,prairie,0,1,1,5
too,0,0.893199181,0,0,0.053605436,3,0,1,too,0,1,1,2
lesson,0,0.908997031,0,0,0.093505622,6,0,1,lesson,0,1,1,5
sessions,0,0.906742165,0,0,0.079252025,8,0,1,sessions,0,1,1,5
chair-leg,0,0.904627278,0,0,0.043933567,9,1,1,chair-leg,0,1,1,9
its self,0,0.952728352,0,0,0.064274732,8,1,0,itself,0.25,0.857142857,1,6
describe,0,0.907723697,0,0,0.055701179,8,0,1,describe,0,1,1,7
predominately,0,0.901530091,0,0,0.090908793,13,0,1,predominately,0,1,1,12
thw,0,0.964362114,0,0,0.013991499,3,0,0,the,0.333333333,0.5,0.666666667,2
basketball,0,0.892824976,0,0,0.03648063,10,0,1,basketball,0,1,1,7
renowned,0,0.903416352,0.895969272,0,0.076855963,8,0,1,renowned,0,1,1,6
co-olateral,0,0.979128441,0,0,0.087349787,11,1,0,collateral,0.181818182,0.875,1,7
crop,0,0.909281524,0,0,0.040064069,4,0,1,crop,0,1,1,4
propped,0,0.909447685,0,0,0.082147044,7,0,1,propped,0,1,1,5
ride,0,0.908572516,0,0,0.080603189,4,0,1,ride,0,1,1,4
star,0,0.898398803,0.465112388,0.502639353,0.079726255,4,0,1,star,0,1,1,4
theses,0,0.901560718,0,0,0.164286713,6,0,1,theses,0,1,1,4
so forth,0,0.908592989,0,0,0.090145158,8,1,0,so forth,0,1,1,7
unnecessarily,0,0.897307789,0,0,0.062224114,13,0,1,unnecessarily,0,1,1,10
ous,0,0.951584402,0,0,0.123637517,3,0,0,our,0.333333333,0.5,0.666666667,2
stop,0,0.89599066,0,0,0.060691996,4,0,1,stop,0,1,1,4
diagonal,0,0.90655385,0,0,0.052130963,8,0,1,diagonal,0,1,1,7
came,0,0.89517142,0.43177411,0,0.093944648,4,0,1,came,0,1,1,4
delighted,0,0.905493284,0,0,0.063920601,9,0,1,delighted,0,1,1,7
circus,0,0.895290158,0,0,0.041980393,6,0,1,circus,0,1,1,5
typhoid,0,0.900208137,0.460692555,0,0.022183326,7,0,1,typhoid,0,1,1,7
rheumatism,0,0.900172588,0,0,0.04010668,10,0,1,rheumatism,0,1,1,9
active,0,0.890861068,0.431672126,0,0.085287298,6,0,1,active,0,1,1,6
recommend,0,0.904839544,0,0,0.096734102,9,0,1,recommend,0,1,1,7
every bodies,0,0.986469107,0.988188326,0,0.080285875,12,1,0,everybody,0.333333333,0.7,1,7
ticket,0,0.899052935,0,0,0.068136852,6,0,1,ticket,0,1,1,5
better,0,0.898949259,0,0,0.070733074,6,0,1,better,0,1,1,4
filed,0,0.900516232,0,0,0.087906805,5,0,1,filed,0,1,1,5
bending,0,0.902641438,0,0,0.154995676,7,0,1,bending,0,1,1,6
seizure,0,0.891761398,0,0,0.045236738,7,0,1,seizure,0,1,1,6
what ever,0,0.985713172,0,0,0.112481727,9,1,0,whatever,0.111111111,0.875,1,7
stu,0,0.971528703,0,0,0.049358303,3,0,0,structuralization,0.823529412,0.272727273,1,3
hollow,0,0.89241101,0.995128274,0,0.067957032,6,0,1,hollow,0,1,1,4
initially,0,0.893098264,0,0,0.085390277,9,0,1,initially,0,1,1,6
partial,0,0.901870689,0,0,0.06666172,7,0,1,partial,0,1,1,6
sak,0,0.984725849,0,0,0.02103906,3,0,0,sack,0.25,0.75,1,3
moter bike,0,0.976559042,0,0,0.067244965,10,1,0,motorbike,0.2,0.888888889,1,8
reaching,0,0.903573143,0,0,0.116223439,8,0,1,reaching,0,1,1,8
sexton,0,0.903177016,0.663202643,0.52222234,0.081030458,6,0,1,sexton,0,1,1,6
troupes,0,0.901039024,0,0,0.077487793,7,0,1,troupes,0,1,1,7
quietly,0,0.908224245,0,0,0.055080891,7,0,1,quietly,0,1,1,7
calf,0,0.897676656,0,0,0.054413042,4,0,1,calf,0,1,1,4
robin,0,0.909536781,0.996020854,0,0.048414359,5,0,1,robin,0,1,1,5
among,0,0.897993383,0.694437504,0,0.087375636,5,0,1,among,0,1,1,5
comparable,0,0.891751336,0.432281703,0,0.086941804,10,0,1,comparable,0,1,1,9
irritable,0,0.898501476,0,0,0.059769663,9,0,1,irritable,0,1,1,7
juniors,0,0.900493979,0,0,0.094055996,7,0,1,juniors,0,1,1,7
scrambled,0,0.891708476,0,0,0.05165019,9,0,1,scrambled,0,1,1,9
some were,0,0.972696392,0,0,0.129408751,9,1,0,somewhere,0.222222222,0.75,0.857142857,6
networks,0,0.903785968,0,0,0.032612743,8,0,1,networks,0,1,1,8
magnificent,0,0.903072055,0,0,0.058940541,11,0,1,magnificent,0,1,1,9
clearly,0,0.908163504,0,0,0.054429831,7,0,1,clearly,0,1,1,6
dinnertime,0,0.906174127,0,0,0.077154387,10,0,1,dinnertime,0,1,1,7
exercise,0,0.903817864,0,0,0.054718711,8,0,1,exercise,0,1,1,6
grateful,0,0.906099702,0,0,0.059732456,8,0,1,grateful,0,1,1,8
tape-recorded,0,0.893537383,0,0,0.080013631,13,1,1,tape-recorded,0,1,1,9
we,0,0.907175,0,0,0.151022701,2,0,1,we,0,1,1,2
signal,0,0.892811155,0,0,0.039898234,6,0,1,signal,0,1,1,6
trial in,0,0.98430213,0,0,0.074997752,8,1,0,trial-run,0.333333333,0.666666667,0.857142857,6
Guinness,0,0.892260257,0.915240049,0.85825932,0.049514622,8,0,1,Guinness,0,1,1,6
nocturnal,0,0.229807257,0,0,0.042985812,9,0,1,nocturnal,0,1,1,8
seizures,0,0.89837708,0,0,0.049123161,8,0,1,seizures,0,1,1,6
fetch,0,0.700880521,0,0,0.030373389,5,0,1,fetch,0,1,1,5
admission,0,0.903871793,0,0,0.055837671,9,0,1,admission,0,1,1,7
preacher,0,0.901971765,0.973013341,0,0.132752445,8,0,1,preacher,0,1,1,6
remainder,0,0.891756857,0,0,0.116994077,9,0,1,remainder,0,1,1,7
physician,0,0.904316714,0,0,0.04087334,9,0,1,physician,0,1,1,8
hammering,0,0.891655697,0,0,0.101433308,9,0,1,hammering,0,1,1,8
corresponds,0,0.904118781,0,0,0.086286131,11,0,1,corresponds,0,1,1,8
monotonous,0,0.903689308,0,0,0.095321027,10,0,1,monotonous,0,1,1,6
in side,0,0.971258246,0,0,0.106451549,7,1,0,inside,0.142857143,0.833333333,1,5
safeguard,0,0.908367643,0,0,0.02823459,9,0,1,safeguard,0,1,1,8
certificates,0,0.897790716,0,0,0.083275416,12,0,1,certificates,0,1,1,8
a way,0,0.990096504,0.940017939,0,0.068122173,5,1,0,away,0.2,0.75,1,3
already,0,0.908556632,0,0,0.03369671,7,0,1,already,0,1,1,6
triumph,0,0.895154229,0.700352311,0,0.025115778,7,0,1,triumph,0,1,1,7
paraffin,0,0.8923453,0,0,0.07221419,8,0,1,paraffin,0,1,1,6
gloomy,0,0.897944682,0,0,0.044419143,6,0,1,gloomy,0,1,1,5
mus't'n't,0,0.950474547,0,0.522139072,0.032921458,9,1,0,mustn't,0.222222222,1,1,6
short-tempered,0,0.895200011,0,0,0.074079853,14,1,1,short-tempered,0,1,1,10
experimental,0,0.902618067,0,0,0.087024919,12,0,1,experimental,0,1,1,10
began,0,0.892405871,0,0,0.074627668,5,0,1,began,0,1,1,5
sewing,0,0.892952784,0,0,0.089556271,6,0,1,sewing,0,1,1,6
lod,0,0.953797299,0,0,0.03808723,3,0,0,old,0.666666667,1,1,3
verday at,0,0.972634365,0,0,0.104706868,9,1,0,viewed,0.888888889,0.3,0.6,3
press,0,0.905911659,0,0,0.118365817,5,0,1,press,0,1,1,4
democrat,0,0.89533919,0.99611026,0.944751263,0.056488134,8,0,1,democrat,0,1,1,8
apparatus,0,0.901837347,0,0,0.067980911,9,0,1,apparatus,0,1,1,6
instantaneous,0,0.904738597,0,0,0.080805643,13,0,1,instantaneous,0,1,1,8
det,0,0.977027003,0,0,0.057782458,3,0,0,date,0.5,0.75,1,3
counsellor,0,0.901509948,0,0,0.094545559,10,0,1,counsellor,0,1,1,8
alive,0,0.905883733,0.830098331,0,0.105250435,5,0,1,alive,0,1,1,5
evening,0,0.892139257,0,0,0.101260464,7,0,1,evening,0,1,1,5
serve,0,0.904647686,0.601626873,0,0.091676503,5,0,1,serve,0,1,1,4
team-games,0,0.897007397,0,0,0.022587001,10,1,1,team-games,0,1,1,7
mornings,0,0.892658131,0,0,0.065347699,8,0,1,mornings,0,1,1,7
uas,0,0.638731235,0,0,0.048815202,3,0,0,was,0.333333333,0.5,0.666666667,2
desirous,0,0.897356054,0,0,0.085986577,8,0,1,desirous,0,1,1,7
unfinished,0,0.9039867,0,0,0.08607056,10,0,1,unfinished,0,1,1,8
relieved,0,0.897548557,0,0,0.085087349,8,0,1,relieved,0,1,1,6
proud,0,0.896854306,0,0,0.075418409,5,0,1,proud,0,1,1,5
airports,0,0.903586419,0,0,0.035997034,8,0,1,airports,0,1,1,7
whereby,0,0.895766594,0,0,0.090090902,7,0,1,whereby,0,1,1,6
decomposes,0,0.900253657,0,0,0.07800092,10,0,1,decomposes,0,1,1,7
semester,0,0.893171701,0,0,0.098536443,8,0,1,semester,0,1,1,5
central,0,0.900698689,0,0,0.083129917,7,0,1,central,0,1,1,7
obfuscate,0,0.902336914,0,0,0.021604915,9,0,1,obfuscate,0,1,1,9
arena,0,0.898285943,0.543670893,0.568060398,0.092462531,5,0,1,arena,0,1,1,4
number,0,0.907424265,0,0,0.048350939,6,0,1,number,0,1,1,6
sines,0,0.909249458,0,0,0.102613184,5,0,1,sines,0,1,1,4
recall,0,0.34311542,0,0,0.094684412,6,0,1,recall,0,1,1,5
notebook,0,0.899322656,0,0,0.029067305,8,0,1,notebook,0,1,1,6
relieve,0,0.905940233,0,0,0.084380401,7,0,1,relieve,0,1,1,5
a barth,0,0.980558686,0.903786659,0,0.081694423,7,1,0,above,0.714285714,0.222222222,0.4,2
sermon,0,0.893608616,0,0,0.093041506,6,0,1,sermon,0,1,1,6
attorney,0,0.897800562,0,0,0.046836459,8,0,1,attorney,0,1,1,7
pickerel,0,0.892289229,0,0,0.090433825,8,0,1,pickerel,0,1,1,7
varieties,0,0.896133761,0,0,0.063245118,9,0,1,varieties,0,1,1,7
cag,0,0.982805415,0,0.601606071,0.047756039,3,0,0,cage,0.25,0.75,1,3
enlarged,0,0.909344262,0,0,0.055003376,8,0,1,enlarged,0,1,1,7
quick,0,0.890857209,0,0,0.08486047,5,0,1,quick,0,1,1,5
bicycle,0,0.904700214,0,0,0.028086455,7,0,1,bicycle,0,1,1,6
branch,0,0.904662559,0,0,0.093311306,6,0,1,branch,0,1,1,6
chaser,0,0.906580987,0,0,0.127848907,6,0,1,chaser,0,1,1,6
western,0,0.904863759,0,0,0.0854638,7,0,1,western,0,1,1,6
cheer,0,0.903539233,0,0,0.1242984,5,0,1,cheer,0,1,1,4
closing,0,0.900208962,0,0,0.078112383,7,0,1,closing,0,1,1,7
exquisite,0,0.896158181,0,0,0.046458619,9,0,1,exquisite,0,1,1,7
guerrillas,0,0.894313265,0,0,0.065622773,10,0,1,guerrillas,0,1,1,8
velvet,0,0.897991774,0,0,0.069943596,6,0,1,velvet,0,1,1,4
unique,0,0.895440764,0,0,0.035888785,6,0,1,unique,0,1,1,5
crops,0,0.896685043,0,0,0.034196544,5,0,1,crops,0,1,1,5
adjourned,0,0.894782,0,0,0.052731458,9,0,1,adjourned,0,1,1,8
asleep,0,0.896985817,0,0,0.033401914,6,0,1,asleep,0,1,1,5
try run,0,0.954800165,0,0,0.060297058,7,1,0,trial-run,0.444444444,0.4,0.666666667,4
hit,0,0.893552997,0.590056419,0,0.129037874,3,0,1,hit,0,1,1,3
label,0,0.908444813,0,0,0.066934417,5,0,1,label,0,1,1,4
spu,0,0.969228781,0,0.593462408,0.029436816,3,0,0,spare,0.6,0.333333333,0.666666667,2
happy,0,0.899570973,0,0,0.033567639,5,0,1,happy,0,1,1,4
observe,0,0.907769851,0,0,0.04586079,7,0,1,observe,0,1,1,6
wealthy,0,0.906276733,0,0,0.054240895,7,0,1,wealthy,0,1,1,7
space cruft,0,0.985537071,0,0,0.045124325,11,1,0,spacecraft,0.181818182,0.8,1,8
procedures,0,0.901992282,0,0,0.083233235,10,0,1,procedures,0,1,1,8
a spast,0,0.971349448,0,0,0.071063159,7,1,0,especially,0.8,0.3,0.6,3
be frightened,0,0.898653702,0,0,0.085016107,13,1,0,be frightened,0,1,1,11
analysing,0,0.897933006,0,0,0.091338038,9,0,1,analysing,0,1,1,7
affa dava,0,0.962242847,0.53693372,0.599118829,0.035467335,9,1,0,affidavit,0.444444444,0.571428571,0.8,4
donkey,0,0.8969481,0,0,0.044631892,6,0,1,donkey,0,1,1,6
fre,0,0.990278485,0,0,0.151352804,3,0,0,free,0.25,1,1,3
eai,0,0.980900854,0,0,0.041986147,3,0,0,eye,0.666666667,0.25,0.5,1
accessing,0,0.891066153,0,0,0.078728471,9,0,1,accessing,0,1,1,7
bossing,0,0.908325124,0.964020014,0,0.088845864,7,0,1,bossing,0,1,1,6
empty,0,0.903337539,0,0,0.030614257,5,0,1,empty,0,1,1,5
egg,0,0.898221972,0,0,0.008283758,3,0,1,egg,0,1,1,2
pollution,0,0.901709389,0,0,0.082181914,9,0,1,pollution,0,1,1,7
dlt,0,0.119223166,0,0,0.014796708,3,0,0,belt,0.5,0.4,0.666666667,2
chicken,0,0.901283899,0,0,0.103248171,7,0,1,chicken,0,1,1,6
darling,0,0.90949945,0,0,0.066134444,7,0,1,darling,0,1,1,7
preparation,0,0.897132618,0,0,0.096484521,11,0,1,preparation,0,1,1,8
fairyland,0,0.891924655,0.993030131,0,0.056360143,9,0,1,fairyland,0,1,1,8
amiable,0,0.894671911,0,0,0.05277219,7,0,1,amiable,0,1,1,6
pinched,0,0.900846525,0,0,0.132970181,7,0,1,pinched,0,1,1,7
engineer,0,0.901431941,0,0,0.089692889,8,0,1,engineer,0,1,1,5
accomplishments,0,0.89880987,0,0,0.058755387,15,0,1,accomplishments,0,1,1,12
success,0,0.909101541,0.930248618,0,0.054882819,7,0,1,success,0,1,1,4
wis,0,0.971673343,0,0,0.14867058,3,0,0,with,0.5,0.4,0.666666667,2
numbers,0,0.90187176,0,0,0.049392939,7,0,1,numbers,0,1,1,7
tarl ran,0,0.974710186,0,0.530772388,0.057353833,8,1,0,trial-run,0.555555556,0.555555556,0.833333333,5
guildhall,0,0.89367493,0.96695286,0.669867575,0.036809383,9,0,1,guildhall,0,1,1,7
camp,0,0.891078573,0,0,0.060248528,4,0,1,camp,0,1,1,4
specimens,0,0.895722153,0,0,0.062275838,9,0,1,specimens,0,1,1,7
where ever,0,0.961526024,0,0,0.146081807,10,1,0,wherever,0.2,0.833333333,1,5
broadly,0,0.980730812,0,0,0.035276079,7,0,1,broadly,0,1,1,7
salesman,0,0.892301858,0,0,0.077257481,8,0,1,salesman,0,1,1,6
presence,0,0.891405583,0,0,0.115638333,8,0,1,presence,0,1,1,6
type,0,0.891894112,0,0,0.02840599,4,0,1,type,0,1,1,4
elsewhere,0,0.90589457,0,0,0.082659646,9,0,1,elsewhere,0,1,1,6
brimful,0,0.895331236,0,0,0.033020385,7,0,1,brimful,0,1,1,7
detonated,0,0.891448959,0,0,0.082971855,9,0,1,detonated,0,1,1,6
tib,0,0.964056461,0,0.589758754,0.028933149,3,0,0,tied,0.5,0.4,0.666666667,2
specifically,0,0.894493479,0,0,0.063324582,12,0,1,specifically,0,1,1,9
spectroscopy,0,0.897841273,0,0,0.039712117,12,0,1,spectroscopy,0,1,1,8
nex,0,0.966593248,0,0.582334697,0.03091994,3,0,0,next,0.25,0.75,1,3
practically,0,0.892934665,0,0,0.089792699,11,0,1,practically,0,1,1,8
janitor,0,0.543788564,0,0,0.100438055,7,0,1,janitor,0,1,1,7
crucifixion,0,0.084403363,0,0,0.038546722,11,0,1,crucifixion,0,1,1,8
here,0,0.901084154,0,0,0.252792199,4,0,1,here,0,1,1,3
depot,0,0.898498803,0,0,0.054578247,5,0,1,depot,0,1,1,5
freight,0,0.89124163,0,0,0.050558371,7,0,1,freight,0,1,1,7
times,0,0.896056719,0.849412739,0,0.094846823,5,0,1,times,0,1,1,5
jogged,0,0.905112121,0,0,0.04468012,6,0,1,jogged,0,1,1,5
worm,0,0.896269034,0,0,0.060120254,4,0,1,worm,0,1,1,4
raised,0,0.9051657,0,0,0.083072066,6,0,1,raised,0,1,1,6
ambulance,0,0.909465476,0,0,0.078209087,9,0,1,ambulance,0,1,1,8
Saturday,0,0.898259444,0.999656558,0.945174813,0.042810539,8,0,1,Saturday,0,1,1,7
delving,0,0.157860812,0,0,0.073406529,7,0,1,delving,0,1,1,7
police,0,0.908332845,0,0,0.090033015,6,0,1,police,0,1,1,6
canonical,0,0.898616704,0,0,0.093364394,9,0,1,canonical,0,1,1,6
growl,0,0.979686794,0,0,0.034265061,5,0,1,growl,0,1,1,5
linguistics,0,0.901802751,0,0,0.060795002,11,0,1,linguistics,0,1,1,8
embarrassing,0,0.904875826,0,0,0.066268974,12,0,1,embarrassing,0,1,1,9
funny,0,0.898595972,0,0,0.024650676,5,0,1,funny,0,1,1,4
blackened,0,0.907015487,0,0,0.087616056,9,0,1,blackened,0,1,1,8
frank,0,0.903869249,0,0,0.057596305,5,0,1,frank,0,1,1,5
every time,0,0.899487414,0.994759977,0,0.121216455,10,1,0,every time,0,1,1,8
eliminating,0,0.89941481,0,0,0.09363817,11,0,1,eliminating,0,1,1,8
gre,0,0.992637039,0,0,0.13716796,3,0,0,give,0.5,0.4,0.666666667,2
appealing,0,0.891371605,0,0,0.086176373,9,0,1,appealing,0,1,1,7
muse'n't,0,0.961783257,0,0,0.086271814,8,1,0,mustn't,0.25,0.857142857,1,6
deformity,0,0.898525788,0,0,0.055833072,9,0,1,deformity,0,1,1,9
greatest,0,0.895205873,0,0,0.101881529,8,0,1,greatest,0,1,1,6
versatility,0,0.893918312,0,0,0.086541302,11,0,1,versatility,0,1,1,9
housebreaking,0,0.898700716,0,0,0.068395432,13,0,1,housebreaking,0,1,1,12
mortgage,0,0.894688407,0,0,0.028756834,8,0,1,mortgage,0,1,1,7
motivated,0,0.900708401,0,0,0.075259168,9,0,1,motivated,0,1,1,8
seen,0,0.907557676,0,0,0.063392682,4,0,1,seen,0,1,1,3
brt,0,0.992090225,0,0,0.050983926,3,0,0,dart,0.5,0.4,0.666666667,2
a long,0,0.986115185,0,0,0.077035149,6,1,0,along,0.166666667,0.833333333,1,5
regarding,0,0.892404537,0,0,0.072624283,9,0,1,regarding,0,1,1,7
hair dreser,0,0.986046288,0,0,0.077856519,11,1,0,hairdresser,0.181818182,0.875,1,7
team games,0,0.981505236,0,0,0.06010123,10,1,0,team-games,0.1,0.75,0.857142857,6
temporary,0,0.896105339,0,0,0.070676419,9,0,1,temporary,0,1,1,8
perturbations,0,0.89184052,0,0,0.063422299,13,0,1,perturbations,0,1,1,11
jaw,0,0.901472283,0,0,0.029782189,3,0,1,jaw,0,1,1,3
vigorous,0,0.9083323,0.766990781,0,0.089178852,8,0,1,vigorous,0,1,1,7
lessons,0,0.892987036,0.790977895,0,0.083453647,7,0,1,lessons,0,1,1,5
any thing,0,0.387562537,0,0,0.155901714,9,1,0,anything,0.111111111,0.875,1,7
senor,0,0.692634609,0,0.379795313,0.090956155,5,0,1,senor,0,1,1,5
church-operated,0,0.907166094,0,0,0.072263147,15,1,1,church-operated,0,1,1,11
runners-up,0,0.907553881,0,0,0.046916968,10,1,1,runners-up,0,1,1,7
automobile,0,0.301587291,0,0,0.04853327,10,0,1,automobile,0,1,1,9
involvement,0,0.899650651,0,0,0.06045425,11,0,1,involvement,0,1,1,8
wholly,0,0.895050041,0,0,0.094268515,6,0,1,wholly,0,1,1,5
shove,0,0.935745031,0,0,0.092170698,5,0,1,shove,0,1,1,5
conscientious,0,0.905270642,0,0,0.078885686,13,0,1,conscientious,0,1,1,8
leone,0,0.90476189,0.980305433,0.676434278,0.058780951,5,0,1,leone,0,1,1,4
any on,0,0.951218711,0,0,0.1131924,6,1,0,anyone,0.333333333,0.666666667,0.8,4
determining,0,0.900535604,0,0,0.088635588,11,0,1,determining,0,1,1,8
sandpit,0,0.902953446,0,0,0.036649096,7,0,1,sandpit,0,1,1,7
ceriticate's,0,0.988894898,0,0,0.108412011,12,1,0,certificates,0.25,0.777777778,0.875,7
radio,0,0.898210395,0,0,0.06812091,5,0,1,radio,0,1,1,5
conscious,0,0.902094483,0,0,0.079164396,9,0,1,conscious,0,1,1,6
damaged,0,0.896989242,0,0,0.054241042,7,0,1,damaged,0,1,1,5
soft,0,0.892728046,0,0,0.059630043,4,0,1,soft,0,1,1,4
encryption,0,0.904203632,0,0,0.050047828,10,0,1,encryption,0,1,1,9
shore,0,0.901676198,0.641683698,0,0.103720449,5,0,1,shore,0,1,1,5
tile run,0,0.970519967,0,0,0.075253822,8,1,0,trial-run,0.444444444,0.6,0.75,6
other wise,0,0.972529448,0.795718729,0,0.144365744,10,1,0,otherwise,0.1,0.888888889,1,8
caretaker,0,0.893654665,0,0.500677049,0.077999594,9,0,1,caretaker,0,1,1,6
turned,0,0.897424184,0.522384822,0,0.053542383,6,0,1,turned,0,1,1,6
like,0,0.904602249,0,0,0.056433324,4,0,1,like,0,1,1,4
gos,0,0.993564662,0,0,0.045001891,3,0,0,goes,0.25,0.75,1,3
advisable,0,0.909765313,0,0,0.053100587,9,0,1,advisable,0,1,1,8
dinnertimes,0,0.908184183,0,0,0.077487242,11,0,1,dinnertimes,0,1,1,8
starts,0,0.890025778,0.543898225,0,0.055001743,6,0,1,starts,0,1,1,4
hurried,0,0.909347677,0,0,0.048865579,7,0,1,hurried,0,1,1,6
affects,0,0.902865157,0,0,0.036528513,7,0,1,affects,0,1,1,6
an feind,0,0.970443337,0,0,0.098058818,8,1,0,enthusiasm,0.8,0.333333333,0.571428571,4
sled,0,0.894541738,0,0,0.051359715,4,0,1,sled,0,1,1,4
outings,0,0.109340424,0,0,0.096495634,7,0,1,outings,0,1,1,7
its,0,0.8925989,0,0,0.055559284,3,0,1,its,0,1,1,3
ep,0,0.959578659,0,0,0.011954108,2,0,0,experimental,0.833333333,0.2,1,2
wye,0,0.968790502,0,0,0.007142429,3,0,0,way,0.666666667,0.5,0.666666667,2
amuse,0,0.890985308,0,0,0.060189793,5,0,1,amuse,0,1,1,5
blame,0,0.901382085,0,0,0.095083731,5,0,1,blame,0,1,1,5
mostly,0,0.891845575,0,0,0.055381533,6,0,1,mostly,0,1,1,6
iconoclastic,0,0.909496593,0,0,0.075201735,12,0,1,iconoclastic,0,1,1,8
interpret,0,0.89997487,0,0,0.079552304,9,0,1,interpret,0,1,1,6
including,0,0.894604667,0,0,0.068811491,9,0,1,including,0,1,1,7
morning,0,0.897989408,0,0,0.081662619,7,0,1,morning,0,1,1,6
carrot,0,0.907953539,0,0,0.06758681,6,0,1,carrot,0,1,1,5
flock,0,0.894576711,0.606033683,0,0.031591428,5,0,1,flock,0,1,1,5
keeping,0,0.907972505,0,0,0.076313113,7,0,1,keeping,0,1,1,6
eag,0,0.961999695,0,0,0.02886216,3,0,0,edge,0.5,0.5,0.666666667,2
lantern,0,0.89407806,0,0,0.091713876,7,0,1,lantern,0,1,1,6
tacit,0,0.890242965,0,0,0.057524846,5,0,1,tacit,0,1,1,4
prominently,0,0.901000524,0,0,0.085571576,11,0,1,prominently,0,1,1,10
scare,0,0.89775136,0,0,0.084029875,5,0,1,scare,0,1,1,5
dandy,0,0.891889619,0.984526992,0,0.054372961,5,0,1,dandy,0,1,1,4
unusable,0,0.900933381,0,0,0.05719377,8,0,1,unusable,0,1,1,7
giving,0,0.906346068,0,0,0.093631135,6,0,1,giving,0,1,1,4
cast,0,0.907255158,0,0,0.112529183,4,0,1,cast,0,1,1,4
immature,0,0.896874546,0,0,0.079353874,8,0,1,immature,0,1,1,7
tuck shop,0,0.962583561,0,0,0.049552758,9,1,0,tuck-shop,0.111111111,0.8,0.888888889,8
